name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
punjab,2022-11-12T14:00:00,26,26,5.3,26.63,0,0,,0,0,17.2,14.3,321.8,1014,0,24.1,569.7,2,6,10,Clear,clear-day,
punjab,2022-11-12T15:00:00,26.7,26.7,4.6,24.23,0,0,,0,0,19.4,15.8,330,1013,0,24.1,613,2.2,6,10,Clear,clear-day,
punjab,2022-11-12T16:00:00,25.2,25.2,4.6,26.55,0,0,,0,0,15.8,13.3,338.1,1012.7,0,24.1,484,1.7,5,10,Clear,clear-day,
punjab,2022-11-12T17:00:00,23.7,23.7,4.7,29.12,0,0,,0,0,12.2,10.8,346.1,1012.3,0,24.1,355,1.3,4,10,Clear,clear-day,
punjab,2022-11-12T18:00:00,22.3,22.3,4.8,31.97,0,0,,0,0,8.6,8.3,354.2,1012,0,24.1,226,0.8,0,10,Clear,clear-night,
punjab,2022-11-12T19:00:00,21.3,21.3,4.9,34.32,0,0,,0,0,8.3,7.9,346.6,1013,0,24.1,150.7,0.5,0,10,Clear,clear-night,
punjab,2022-11-12T20:00:00,20.4,20.4,5.2,36.86,0,0,,0,0,7.9,7.6,339,1014,0,24.1,75.3,0.3,0,10,Clear,clear-night,
punjab,2022-11-12T21:00:00,19.5,19.5,5.4,39.6,0,0,,0,0,7.6,7.2,331.4,1015,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-12T22:00:00,18.9,18.9,5.3,40.93,0,0,,0,0,8.5,8.3,339.5,1015,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-12T23:00:00,18.3,18.3,5.3,42.31,0,0,,0,0,9.5,9.4,347.7,1015,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-13T00:00:00,17.8,17.8,5.3,43.74,0,0,,0,0,10.4,10.4,355.8,1015,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-13T01:00:00,17.2,17.2,5,44.51,0,0,,0,0,10.1,10.2,351.2,1014.7,0.3,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-13T02:00:00,16.7,16.7,4.8,45.3,0,0,,0,0,9.7,10,346.5,1014.3,0.6,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-13T03:00:00,16.2,16.2,4.6,46.1,0,0,,0,0,9.4,9.7,341.9,1014,0.9,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-13T04:00:00,15.8,15.8,4.4,46.75,0,0,,0,0,9.4,9.6,334.9,1014,0.6,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-13T05:00:00,15.4,15.4,4.2,47.4,0,0,,0,0,9.4,9.5,328,1014,0.3,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-13T06:00:00,15,15,4.1,48.07,0,0,,0,0,9.4,9.4,321,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-13T07:00:00,15.9,15.9,4.1,45.49,0,0,,0,0,10.1,8.9,321.6,1014.3,0.7,24.1,18.7,0.1,0,10,Clear,clear-day,
punjab,2022-11-13T08:00:00,16.8,16.8,4.2,43.07,0,0,,0,0,10.8,8.4,322.1,1014.7,1.4,24.1,37.3,0.1,0,10,Clear,clear-day,
punjab,2022-11-13T09:00:00,17.8,17.8,4.3,40.79,0,0,,0,0,11.5,7.9,322.7,1015,2.1,24.1,56,0.2,1,10,Clear,clear-day,
punjab,2022-11-13T10:00:00,20.2,20.2,3.9,34.08,0,0,,0,0,13.1,9.5,320.5,1015,17,24.1,197,0.7,2,10,Clear,clear-day,
punjab,2022-11-13T11:00:00,22.7,22.7,3.5,28.56,0,0,,0,0,14.6,11,318.4,1015,31.9,24.1,338,1.2,3,10,Partially cloudy,partly-cloudy-day,
punjab,2022-11-13T12:00:00,25.2,25.2,3.2,24,0,0,,0,0,16.2,12.6,316.2,1015,46.8,24.1,479,1.7,5,10,Partially cloudy,partly-cloudy-day,
punjab,2022-11-13T13:00:00,25.9,25.9,2.7,22.23,0,0,,0,0,17,13.6,318.1,1014,31.2,24.1,523,1.9,5,10,Partially cloudy,partly-cloudy-day,
punjab,2022-11-13T14:00:00,26.7,25.9,2.3,20.61,0,0,,0,0,17.9,14.5,319.9,1013,15.6,24.1,567,2,6,10,Clear,clear-day,
punjab,2022-11-13T15:00:00,27.5,26.4,1.9,19.1,0,0,,0,0,18.7,15.5,321.8,1012,0,24.1,611,2.2,6,10,Clear,clear-day,
punjab,2022-11-13T16:00:00,25.9,25.9,1.8,20.89,0,0,,0,0,16,13.7,324.1,1012,0,24.1,482.3,1.7,5,10,Clear,clear-day,
punjab,2022-11-13T17:00:00,24.3,24.3,1.7,22.87,0,0,,0,0,13.2,11.9,326.4,1012,0,24.1,353.7,1.3,4,10,Clear,clear-day,
punjab,2022-11-13T18:00:00,22.7,22.7,1.7,25.07,0,0,,0,0,10.4,10.1,328.7,1012,0,24.1,225,0.8,0,10,Clear,clear-night,
punjab,2022-11-13T19:00:00,21.5,21.5,1.7,26.86,0,0,,0,0,10,9.7,338.2,1012.7,0,24.1,150,0.5,0,10,Clear,clear-night,
punjab,2022-11-13T20:00:00,20.4,20.4,1.7,28.8,0,0,,0,0,9.5,9.4,347.6,1013.3,0,24.1,75,0.3,0,10,Clear,clear-night,
punjab,2022-11-13T21:00:00,19.3,19.3,1.7,30.89,0,0,,0,0,9,9,357.1,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-13T22:00:00,18.7,18.7,1.8,32.17,0,0,,0,0,8.9,8.9,353.1,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-13T23:00:00,18.2,18.2,1.9,33.5,0,0,,0,0,8.8,8.8,349,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-14T00:00:00,17.7,17.7,2,34.89,0,0,,0,0,8.6,8.6,345,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-14T01:00:00,17.2,17.2,1.8,35.35,0,0,,0,0,8.9,8.8,343.2,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-14T02:00:00,16.8,16.8,1.6,35.82,0,0,,0,0,9.1,8.9,341.3,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-14T03:00:00,16.4,16.4,1.4,36.29,0,0,,0,0,9.4,9,339.5,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-14T04:00:00,16.1,16.1,1.2,36.48,0,0,,0,0,9.7,9.5,337.9,1013.7,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-14T05:00:00,15.9,15.9,1.1,36.68,0,0,,0,0,10.1,10,336.4,1013.3,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-14T06:00:00,15.7,15.7,1,36.87,0,0,,0,0,10.4,10.4,334.8,1013,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-14T07:00:00,16.7,16.7,1.2,35.18,0,0,,0,0,12.4,10.3,334.4,1013.7,0,24.1,17.7,0.1,0,10,Clear,clear-day,
punjab,2022-11-14T08:00:00,17.7,17.7,1.4,33.58,0,0,,0,0,14.3,10.2,334.1,1014.3,0,24.1,35.3,0.1,0,10,Clear,clear-day,
punjab,2022-11-14T09:00:00,18.7,18.7,1.7,32.07,0,0,,0,0,16.2,10.1,333.7,1015,0,24.1,53,0.2,1,10,Clear,clear-day,
punjab,2022-11-14T10:00:00,21.3,21.3,0.9,25.84,0,0,,0,0,16.7,11.2,325.9,1015,0,24.1,192.7,0.7,2,10,Clear,clear-day,
punjab,2022-11-14T11:00:00,23.9,23.9,0.1,20.88,0,0,,0,0,17.2,12.2,318.1,1015,0,24.1,332.3,1.2,3,10,Clear,clear-day,
punjab,2022-11-14T12:00:00,26.5,26.5,-0.6,16.91,0,0,,0,0,17.6,13.3,310.3,1015,0,24.1,472,1.7,5,10,Clear,clear-day,
punjab,2022-11-14T13:00:00,27.3,26.2,0.1,17.02,0,0,,0,0,19.2,14.6,313.1,1014,0,24.1,513.3,1.8,5,10,Clear,clear-day,
punjab,2022-11-14T14:00:00,28.1,26.7,0.8,17.12,0,0,,0,0,20.8,16,316,1013,0,24.1,554.7,2,6,10,Clear,clear-day,
punjab,2022-11-14T15:00:00,28.9,27.3,1.6,17.23,0,0,,0,0,22.3,17.3,318.8,1012,0,24.1,596,2.1,6,10,Clear,clear-day,
punjab,2022-11-14T16:00:00,27.3,26.3,2,19.43,0,0,,0,0,18.5,15.1,325.5,1012,0,24.1,469,1.7,5,10,Clear,clear-day,
punjab,2022-11-14T17:00:00,25.8,25.8,2.4,21.94,0,0,,0,0,14.6,13,332.3,1012,0,24.1,342,1.2,3,10,Clear,clear-day,
punjab,2022-11-14T18:00:00,24.3,24.3,2.9,24.79,0,0,,0,0,10.8,10.8,339,1012,0,24.1,215,0.8,0,10,Clear,clear-night,
punjab,2022-11-14T19:00:00,23.1,23.1,2.6,26.03,0,0,,0,0,10.6,10.4,227.6,1012.7,0,24.1,143.3,0.5,0,10,Clear,clear-night,
punjab,2022-11-14T20:00:00,21.9,21.9,2.3,27.36,0,0,,0,0,10.3,10.1,116.2,1013.3,0,24.1,71.7,0.3,0,10,Clear,clear-night,
punjab,2022-11-14T21:00:00,20.8,20.8,2,28.76,0,0,,0,0,10.1,9.7,4.8,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-14T22:00:00,20.2,20.2,2.2,30.29,0,0,,0,0,11.3,10.1,122.8,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-14T23:00:00,19.7,19.7,2.5,31.91,0,0,,0,0,12.5,10.4,240.7,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-15T00:00:00,19.2,19.2,2.8,33.62,0,0,,0,0,13.7,10.8,358.7,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-15T01:00:00,18.9,18.9,2.9,34.58,0,0,,0,0,13,10.7,353.2,1013.7,1.7,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-15T02:00:00,18.6,18.6,3,35.57,0,0,,0,0,12.2,10.6,347.7,1013.3,3.3,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-15T03:00:00,18.3,18.3,3.2,36.59,0,0,,0,0,11.5,10.4,342.2,1013,5,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-15T04:00:00,17.9,17.9,3.2,37.61,0,0,,0,0,11.4,10.3,336.1,1013,3.3,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-15T05:00:00,17.5,17.5,3.3,38.68,0,0,,0,0,11.3,10.2,330,1013,1.7,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-15T06:00:00,17.2,17.2,3.4,39.77,0,0,,0,0,11.2,10.1,323.9,1013,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-15T07:00:00,18.1,18.1,3.7,38.48,0,0,,0,0,12.4,9.8,320.7,1013.7,1.7,24.1,17,0.1,0,10,Clear,clear-day,
punjab,2022-11-15T08:00:00,19,19,4.1,37.24,0,0,,0,0,13.6,9.6,317.4,1014.3,3.3,24.1,34,0.1,0,10,Clear,clear-day,
punjab,2022-11-15T09:00:00,20,20,4.5,36.06,0,0,,0,0,14.8,9.4,314.2,1015,4.8,24.1,51,0.2,1,10,Clear,clear-day,
punjab,2022-11-15T10:00:00,22.4,22.4,4.5,31.06,0,0,,0,0,15.1,10.4,315.2,1014.7,15.3,24.1,188.3,0.7,2,10,Clear,clear-day,
punjab,2022-11-15T11:00:00,24.9,24.9,4.5,26.84,0,0,,0,0,15.5,11.5,316.3,1014.3,25.7,24.1,325.7,1.2,3,10,Partially cloudy,partly-cloudy-day,
punjab,2022-11-15T12:00:00,27.4,26.4,4.6,23.25,0,0,,0,0,15.8,12.6,317.3,1014,36.2,24.1,463,1.7,5,10,Partially cloudy,partly-cloudy-day,
punjab,2022-11-15T13:00:00,28,26.8,4.8,22.72,0,0,,0,0,15.5,12.8,319,1013,47.1,24.1,499.7,1.8,5,10,Partially cloudy,partly-cloudy-day,
punjab,2022-11-15T14:00:00,28.6,27.2,5,22.21,0,0,,0,0,15.1,13.1,320.6,1012,58.1,24.1,536.3,2,5,10,Partially cloudy,partly-cloudy-day,
punjab,2022-11-15T15:00:00,29.3,27.7,5.2,21.71,0,0,,0,0,14.8,13.3,322.3,1011,69,24.1,573,2.1,6,10,Partially cloudy,partly-cloudy-day,
punjab,2022-11-15T16:00:00,27.8,26.7,5.3,23.85,0,0,,0,0,12.5,11.4,321.1,1010.7,47.5,24.1,439.7,1.6,4,10,Partially cloudy,partly-cloudy-day,
punjab,2022-11-15T17:00:00,26.3,26.3,5.4,26.23,0,0,,0,0,10.2,9.5,319.8,1010.3,26.1,24.1,306.3,1.1,3,10,Partially cloudy,partly-cloudy-day,
punjab,2022-11-15T18:00:00,24.8,24.8,5.5,28.87,0,0,,0,0,7.9,7.6,318.6,1010,4.6,24.1,173,0.6,0,10,Clear,clear-night,
punjab,2022-11-15T19:00:00,23.7,23.7,5.3,30.41,0,0,,0,0,8.5,8.3,324.6,1010.7,3.1,24.1,115.3,0.4,0,10,Clear,clear-night,
punjab,2022-11-15T20:00:00,22.6,22.6,5.1,32.06,0,0,,0,0,9.1,9,330.6,1011.3,1.5,24.1,57.7,0.2,0,10,Clear,clear-night,
punjab,2022-11-15T21:00:00,21.5,21.5,4.9,33.81,0,0,,0,0,9.7,9.7,336.6,1012,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-15T22:00:00,20.8,20.8,5.2,36.2,0,0,,0,0,9.6,9.5,225,1012,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-15T23:00:00,20.1,20.1,5.6,38.78,0,0,,0,0,9.5,9.2,113.3,1012,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-16T00:00:00,19.4,19.4,6,41.54,0,0,,0,0,9.4,9,1.7,1012,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-16T01:00:00,18.9,18.9,6.2,43.36,0,4.8,,0,0,9.1,8.8,112.2,1011.7,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-16T02:00:00,18.4,18.4,6.4,45.26,0,4.8,,0,0,8.9,8.5,222.6,1011.3,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-16T03:00:00,18,18,6.6,47.25,0,4.8,,0,0,8.6,8.3,333.1,1011,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-16T04:00:00,17.6,17.6,6.7,48.81,0,4.8,,0,0,8.2,7.9,331.4,1011,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-16T05:00:00,17.3,17.3,6.9,50.42,0,4.8,,0,0,7.7,7.6,329.6,1011,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-16T06:00:00,17,17,7.1,52.09,0,4.8,,0,0,7.2,7.2,327.9,1011,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-16T07:00:00,17.8,17.8,7.2,49.88,0,0,,0,0,7.1,6.6,333.5,1011.7,0,24.1,17,0.1,0,10,Clear,clear-day,
punjab,2022-11-16T08:00:00,18.7,18.7,7.4,47.78,0,0,,0,0,7,6,339,1012.3,0,24.1,34,0.1,0,10,Clear,clear-day,
punjab,2022-11-16T09:00:00,19.6,19.6,7.6,45.79,0,0,,0,0,6.8,5.4,344.6,1013,0,24.1,51,0.2,1,10,Clear,clear-day,
punjab,2022-11-16T10:00:00,21.8,21.8,7.1,38.57,0,0,,0,0,6.8,5.8,334.1,1013,0,24.1,190.7,0.7,2,10,Clear,clear-day,
punjab,2022-11-16T11:00:00,24.1,24.1,6.6,32.57,0,0,,0,0,6.8,6.1,323.6,1013,0,24.1,330.3,1.2,3,10,Clear,clear-day,
punjab,2022-11-16T12:00:00,26.4,26.4,6.2,27.56,0,0,,0,0,6.8,6.5,313.1,1013,0,24.1,470,1.7,5,10,Clear,clear-day,
punjab,2022-11-16T13:00:00,27.1,26.2,4.9,24.16,0,0,,0,0,7,7.2,309.1,1012,0,24.1,513.3,1.9,5,10,Clear,clear-day,
punjab,2022-11-16T14:00:00,27.8,26.6,3.6,21.17,0,0,,0,0,7.1,7.9,305.1,1011,0,24.1,556.7,2,6,10,Clear,clear-day,
punjab,2022-11-16T15:00:00,28.5,27,2.3,18.54,0,0,,0,0,7.2,8.6,301.1,1010,0,24.1,600,2.2,6,10,Clear,clear-day,
punjab,2022-11-16T16:00:00,26.9,26,2.3,20.41,0,0,,0,0,7.1,8,316.9,1010,0,24.1,472.3,1.7,5,10,Clear,clear-day,
punjab,2022-11-16T17:00:00,25.3,25.3,2.4,22.5,0,0,,0,0,7,7.4,332.8,1010,0,24.1,344.7,1.3,3,10,Clear,clear-day,
punjab,2022-11-16T18:00:00,23.8,23.8,2.5,24.83,0,0,,0,0,6.8,6.8,348.6,1010,0,24.1,217,0.8,0,10,Clear,clear-night,
punjab,2022-11-16T19:00:00,22.9,22.9,3,27.05,0,0,,0,0,6.5,6.5,244.4,1010.7,0,24.1,144.7,0.5,0,10,Clear,clear-night,
punjab,2022-11-16T20:00:00,22.1,22.1,3.5,29.48,0,0,,0,0,6.1,6.1,140.1,1011.3,0,24.1,72.3,0.3,0,10,Clear,clear-night,
punjab,2022-11-16T21:00:00,21.3,21.3,4,32.13,0,0,,0,0,5.8,5.8,35.9,1012,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-16T22:00:00,20.6,20.6,4.4,34.43,0,0,,0,0,6,6,41.3,1012,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-16T23:00:00,19.9,19.9,4.8,36.9,0,0,,0,0,6.2,6.2,46.6,1012,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-17T00:00:00,19.3,19.3,5.2,39.54,0,0,,0,0,6.5,6.5,52,1012,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-17T01:00:00,18.8,18.8,5.5,41.85,0,9.5,,0,0,5.8,5.8,51.1,1012,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-17T02:00:00,18.3,18.3,5.9,44.29,0,9.5,,0,0,5,5,50.2,1012,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-17T03:00:00,17.8,17.8,6.3,46.87,0,9.5,,0,0,4.3,4.3,49.3,1012,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-17T04:00:00,17.4,17.4,6.3,48.19,0,9.5,,0,0,4,4,52.8,1012,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-17T05:00:00,17,17,6.4,49.55,0,9.5,,0,0,3.6,3.6,56.3,1012,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-17T06:00:00,16.7,16.7,6.5,50.95,0,9.5,,0,0,3.2,3.2,59.8,1012,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-17T07:00:00,17.6,17.6,6.6,48.26,0,0,,0,0,4,3.8,76.4,1013,0,24.1,16.3,0.1,0,10,Clear,clear-day,
punjab,2022-11-17T08:00:00,18.6,18.6,6.7,45.73,0,0,,0,0,4.7,4.4,92.9,1014,0,24.1,32.7,0.1,0,10,Clear,clear-day,
punjab,2022-11-17T09:00:00,19.6,19.6,6.8,43.35,0,0,,0,0,5.4,5,109.5,1015,0,24.1,49,0.2,0,10,Clear,clear-day,
punjab,2022-11-17T10:00:00,21.9,21.9,6.6,37.04,0,0,,0,0,4.7,4.8,103.9,1015,0,24.1,186,0.7,2,10,Clear,clear-day,
punjab,2022-11-17T11:00:00,24.3,24.3,6.4,31.74,0,0,,0,0,4,4.6,98.3,1015,0,24.1,323,1.2,3,10,Clear,clear-day,
punjab,2022-11-17T12:00:00,26.7,26.7,6.3,27.26,0,0,,0,0,3.2,4.3,92.7,1015,0,24.1,460,1.7,5,10,Clear,clear-day,
punjab,2022-11-17T13:00:00,27.3,26.4,5.8,25.48,0,0,,0,0,4.8,5.3,173,1014,0,24.1,503.3,1.8,5,10,Clear,clear-day,
punjab,2022-11-17T14:00:00,27.9,26.7,5.3,23.82,0,0,,0,0,6.4,6.2,253.3,1013,0,24.1,546.7,2,5,10,Clear,clear-day,
punjab,2022-11-17T15:00:00,28.5,27.1,4.9,22.27,0,0,,0,0,7.9,7.2,333.6,1012,0,24.1,590,2.1,6,10,Clear,clear-day,
punjab,2022-11-17T16:00:00,27,26.2,4.9,24.36,0,0,,0,0,8.3,7.8,338.6,1012,0,24.1,464.3,1.7,5,10,Clear,clear-day,
punjab,2022-11-17T17:00:00,25.5,25.5,4.9,26.68,0,0,,0,0,8.6,8.4,343.6,1012,0,24.1,338.7,1.2,3,10,Clear,clear-day,
punjab,2022-11-17T18:00:00,24,24,5,29.25,0,0,,0,0,9,9,348.6,1012,0,24.1,213,0.8,0,10,Clear,clear-night,
punjab,2022-11-17T19:00:00,23,23,5,31.01,0,0,,0,0,8.2,8.2,241.1,1012.7,0,24.1,142,0.5,0,10,Clear,clear-night,
punjab,2022-11-17T20:00:00,22,22,5,32.88,0,0,,0,0,7.3,7.3,133.5,1013.3,0,24.1,71,0.3,0,10,Clear,clear-night,
punjab,2022-11-17T21:00:00,21.1,21.1,5,34.89,0,0,,0,0,6.5,6.5,26,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-17T22:00:00,20.4,20.4,5.1,36.61,0,0,,0,0,6.2,6.2,27.3,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-17T23:00:00,19.8,19.8,5.2,38.43,0,0,,0,0,6,6,28.6,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-18T00:00:00,19.2,19.2,5.4,40.35,0,0,,0,0,5.8,5.8,29.9,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-18T01:00:00,18.6,18.6,5.4,41.91,0,4.8,,0,0,5.6,5.6,40,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-18T02:00:00,18.1,18.1,5.5,43.53,0,4.8,,0,0,5.5,5.5,50.2,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-18T03:00:00,17.6,17.6,5.6,45.23,0,4.8,,0,0,5.4,5.4,60.3,1014,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-18T04:00:00,17.2,17.2,5.6,46.38,0,4.8,,0,0,4.9,4.9,73.9,1013.7,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-18T05:00:00,16.8,16.8,5.6,47.57,0,4.8,,0,0,4.4,4.4,87.4,1013.3,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-18T06:00:00,16.4,16.4,5.6,48.8,0,4.8,,0,0,4,4,101,1013,0,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-18T07:00:00,17.3,17.3,5.8,46.73,0,0,,0,0,3.7,3.7,108.5,1013.7,0,24.1,16.3,0.1,0,10,Clear,clear-day,
punjab,2022-11-18T08:00:00,18.2,18.2,6,44.77,0,0,,0,0,3.5,3.5,115.9,1014.3,0,24.1,32.7,0.1,0,10,Clear,clear-day,
punjab,2022-11-18T09:00:00,19.1,19.1,6.2,42.91,0,0,,0,0,3.2,3.2,123.4,1015,0,24.1,49,0.2,0,10,Clear,clear-day,
punjab,2022-11-18T10:00:00,21.4,21.4,5.9,36.38,0,0,,0,0,3.1,3.2,133.6,1015,0,24.1,186.7,0.7,2,10,Clear,clear-day,
punjab,2022-11-18T11:00:00,23.7,23.7,5.6,30.93,0,0,,0,0,3,3.2,143.7,1015,0,24.1,324.3,1.2,3,10,Clear,clear-day,
punjab,2022-11-18T12:00:00,26.1,26.1,5.3,26.35,0,0,,0,0,2.9,3.2,153.9,1015,0,24.1,462,1.7,5,10,Clear,clear-day,
punjab,2022-11-18T13:00:00,26.7,26.7,4.1,23.5,0,0,,0,0,5.4,4.7,206.1,1014.3,1.7,24.1,505,1.8,5,10,Clear,clear-day,
punjab,2022-11-18T14:00:00,27.3,26.3,3,20.95,0,0,,0,0,7.9,6.1,258.4,1013.7,3.3,24.1,548,2,5,10,Clear,clear-day,
punjab,2022-11-18T15:00:00,27.9,26.6,1.9,18.66,0,0,,0,0,10.4,7.6,310.6,1013,4.8,24.1,591,2.1,6,10,Clear,clear-day,
punjab,2022-11-18T16:00:00,26.3,26.3,1.9,20.46,0,0,,0,0,9.2,7.3,324.5,1013,4.9,24.1,464.7,1.7,5,10,Clear,clear-day,
punjab,2022-11-18T17:00:00,24.8,24.8,1.9,22.47,0,0,,0,0,8,7.1,338.4,1013,4.9,24.1,338.3,1.2,3,10,Clear,clear-day,
punjab,2022-11-18T18:00:00,23.3,23.3,2,24.7,0,0,,0,0,6.8,6.8,352.3,1013,5,24.1,212,0.8,0,10,Clear,clear-night,
punjab,2022-11-18T19:00:00,22.3,22.3,2.3,26.81,0,9.5,,0,0,7.3,7.3,254.9,1013.7,5.3,24.1,141.3,0.5,0,10,Clear,clear-night,
punjab,2022-11-18T20:00:00,21.3,21.3,2.6,29.11,0,9.5,,0,0,7.8,7.8,157.4,1014.3,5.5,24.1,70.7,0.3,0,10,Clear,clear-night,
punjab,2022-11-18T21:00:00,20.3,20.3,2.9,31.62,0,9.5,,0,0,8.3,8.3,60,1015,5.8,24.1,0,,0,10,Clear,clear-night,
punjab,2022-11-18T22:00:00,19.7,19.7,2.9,32.76,0,9.5,,0,0,8.4,8.4,66,1015,28.5,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
punjab,2022-11-18T23:00:00,19.2,19.2,2.9,33.95,0,9.5,,0,0,8.5,8.5,72.1,1015,51.3,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
